artigo,frente,verso
Art. 22,Sobre o que dispõe o Art. 22 da CF/88?,"Compete privativamente à União legislar sobre: (EC no 19/98 e EC n o 69/2012)
I – direito civil, comercial, penal, processual, eleitoral, agrário, marítimo, aero -
náutico, espacial e do trabalho;
II – desapropriação;
III – requisições civis e militares, em caso de iminente perigo e em tempo de guerra;
IV – águas, energia, informática, telecomunicações e radiodifusão;
V – serviço postal;
27Da Organização do Estado

VI – sistema monetário e de medidas, títulos e garantias dos metais;
VII – política de crédito, câmbio, seguros e transferência de valores;
VIII – comércio exterior e interestadual;
IX – diretrizes da política nacional de transportes;
X – regime dos portos, navegação lacustre, fluvial, marítima, aérea e aeroespacial;
XI – trânsito e transporte;
XII – jazidas, minas, outros recursos minerais e metalurgia;
XIII – nacionalidade, cidadania e naturalização;
XIV – populações indígenas;
XV – emigração e imigração, entrada, extradição e expulsão de estrangeiros;
XVI – organização do sistema nacional de emprego e condições para o exercício 
de profissões;
XVII – organização judiciária, do Ministério Público do Distrito Federal e dos 
Territórios e da Defensoria Pública dos Territórios, bem como organização adminis -
trativa destes;
XVIII – sistema estatístico, sistema cartográfico e de geologia nacionais;
XIX – sistemas de poupança, captação e garantia da poupança popular;
XX – sistemas de consórcios e sorteios;
XXI – normas gerais de organização, efetivos, material bélico, garantias, convoca-
ção e mobilização das polícias militares e corpos de bombeiros militares;
XXII – competência da polícia federal e das polícias rodoviária e ferroviária fe -
derais;
XXIII – seguridade social;
XXIV – diretrizes e bases da educação nacional;
XXV – registros públicos;
XXVI – atividades nucleares de qualquer natureza;
XXVII – normas gerais de licitação e contratação, em todas as modalidades, para 
as administrações públicas diretas, autárquicas e fundacionais da União, Estados, Distrito 
Federal e Municípios, obedecido o disposto no art"
Art. 22,Complete a ideia do Art. 22: Compete privativamente à União legislar sobre: (EC...,"Compete privativamente à União legislar sobre: (EC no 19/98 e EC n o 69/2012)
I – direito civil, comercial, penal, processual, eleitoral, agrário, marítimo, aero -
náutico, espacial e do trabalho;
II ..."
Art. 22,Qual a importância estratégica do Art. 22 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 23,Sobre o que dispõe o Art. 23 da CF/88?,"É competência comum da União, dos Estados, do Distrito Federal e dos 
Municípios: (EC n o 53/2006 e EC n o 85/2015)
I – zelar pela guarda da Constituição, das leis e das instituições democráticas e 
conservar o patrimônio público;
II – cuidar da saúde e assistência pública, da proteção e garantia das pessoas por-
tadoras de deficiência;
Constituição da República Federativa do Brasil
28

III – proteger os documentos, as obras e outros bens de valor histórico, artístico e 
cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos;
IV – impedir a evasão, a destruição e a descaracterização de obras de arte e de 
outros bens de valor histórico, artístico ou cultural;
V – proporcionar os meios de acesso à cultura, à educação, à ciência, à tecnologia, 
à pesquisa e à inovação;
VI – proteger o meio ambiente e combater a poluição em qualquer de suas formas;
VII – preservar as florestas, a fauna e a flora;
VIII – fomentar a produção agropecuária e organizar o abastecimento alimentar;
IX – promover programas de construção de moradias e a melhoria das condições 
habitacionais e de saneamento básico;
X – combater as causas da pobreza e os fatores de marginalização, promovendo a 
integração social dos setores desfavorecidos;
XI – registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e 
exploração de recursos hídricos e minerais em seus territórios;
XII – estabelecer e implantar política de educação para a segurança do trânsito"
Art. 23,"Complete a ideia do Art. 23: É competência comum da União, dos Estados, do Dist...","É competência comum da União, dos Estados, do Distrito Federal e dos 
Municípios: (EC n o 53/2006 e EC n o 85/2015)
I – zelar pela guarda da Constituição, das leis e das instituições democráticas e 
c..."
Art. 23,Qual a importância estratégica do Art. 23 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 24,Sobre o que dispõe o Art. 24 da CF/88?,"Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente 
sobre: (EC no 85/2015)
I – direito tributário, financeiro, penitenciário, econômico e urbanístico;
II – orçamento;
III – juntas comerciais;
IV – custas dos serviços forenses;
V – produção e consumo;
VI – florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos 
recursos naturais, proteção do meio ambiente e controle da poluição;
VII – proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico;
VIII – responsabilidade por dano ao meio ambiente, ao consumidor, a bens e 
direitos de valor artístico, estético, histórico, turístico e paisagístico;
IX – educação, cultura, ensino, desporto, ciência, tecnologia, pesquisa, desenvol-
vimento e inovação;
X – criação, funcionamento e processo do juizado de pequenas causas;
XI – procedimentos em matéria processual;
XII – previdência social, proteção e defesa da saúde;
XIII – assistência jurídica e defensoria pública;
XIV – proteção e integração social das pessoas portadoras de deficiência;
XV – proteção à infância e à juventude;
XVI – organização, garantias, direitos e deveres das polícias civis"
Art. 24,"Complete a ideia do Art. 24: Compete à União, aos Estados e ao Distrito Federal...","Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente 
sobre: (EC no 85/2015)
I – direito tributário, financeiro, penitenciário, econômico e urbanístico;
II – orçamento;
III – j..."
Art. 24,Qual a importância estratégica do Art. 24 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 25,Sobre o que dispõe o Art. 25 da CF/88?,"Os Estados organizam-se e regem-se pelas Constituições e leis que adotarem, 
observados os princípios desta Constituição"
Art. 25,Complete a ideia do Art. 25: Os Estados organizam-se e regem-se pelas Constitui...,"Os Estados organizam-se e regem-se pelas Constituições e leis que adotarem, 
observados os princípios desta Constituição. (EC n o 5/95)
§ 1o São reservadas aos Estados as competências que não lhes sej..."
Art. 26,Sobre o que dispõe o Art. 26 da CF/88?,"Incluem-se entre os bens dos Estados:
I – as águas superficiais ou subterrâneas, fluentes, emergentes e em depósito, res-
salvadas, neste caso, na forma da lei, as decorrentes de obras da União;
II – as áreas, nas ilhas oceânicas e costeiras, que estiverem no seu domínio, exclu-
ídas aquelas sob domínio da União, Municípios ou terceiros;
III – as ilhas fluviais e lacustres não pertencentes à União;
IV – as terras devolutas não compreendidas entre as da União"
Art. 26,"Complete a ideia do Art. 26: Incluem-se entre os bens dos Estados:
I – as águas...","Incluem-se entre os bens dos Estados:
I – as águas superficiais ou subterrâneas, fluentes, emergentes e em depósito, res-
salvadas, neste caso, na forma da lei, as decorrentes de obras da União;
II – ..."
Art. 27,Sobre o que dispõe o Art. 27 da CF/88?,"O número de Deputados à Assembléia Legislativa corresponderá ao triplo 
da representação do Estado na Câmara dos Deputados e, atingido o número de trinta 
e seis, será acrescido de tantos quantos forem os Deputados Federais acima de doze"
Art. 27,Complete a ideia do Art. 27: O número de Deputados à Assembléia Legislativa cor...,"O número de Deputados à Assembléia Legislativa corresponderá ao triplo 
da representação do Estado na Câmara dos Deputados e, atingido o número de trinta 
e seis, será acrescido de tantos quantos fore..."
Art. 27,Qual a importância estratégica do Art. 27 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 28,Sobre o que dispõe o Art. 28 da CF/88?,"A eleição do Governador e do Vice-Governador de Estado, para mandato 
de quatro anos, realizar-se-á no primeiro domingo de outubro, em primeiro turno, e no 
último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término 
Constituição da República Federativa do Brasil
30

do mandato de seus antecessores, e a posse ocorrerá em primeiro de janeiro do ano sub-
seqüente, observado, quanto ao mais, o disposto no art"
Art. 28,Complete a ideia do Art. 28: A eleição do Governador e do Vice-Governador de Es...,"A eleição do Governador e do Vice-Governador de Estado, para mandato 
de quatro anos, realizar-se-á no primeiro domingo de outubro, em primeiro turno, e no 
último domingo de outubro, em segundo turno..."
Art. 29,Sobre o que dispõe o Art. 29 da CF/88?,-A
Art. 29,Complete a ideia do Art. 29: -A...,"-A.  O total da despesa do Poder Legislativo Municipal, incluídos os subsídios 
dos Vereadores e excluídos os gastos com inativos, não poderá ultrapassar os seguintes 
percentuais, relativos ao somató..."
Art. 29,Qual a importância estratégica do Art. 29 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 30,Sobre o que dispõe o Art. 30 da CF/88?,"Compete aos Municípios: (EC n o 53/2006)
I – legislar sobre assuntos de interesse local;
II – suplementar a legislação federal e a estadual no que couber;
III – instituir e arrecadar os tributos de sua competência, bem como aplicar suas 
rendas, sem prejuízo da obrigatoriedade de prestar contas e publicar balancetes nos 
prazos fixados em lei;
IV – criar, organizar e suprimir distritos, observada a legislação estadual;
V – organizar e prestar, diretamente ou sob regime de concessão ou permissão, os 
serviços públicos de interesse local, incluído o de transporte coletivo, que tem caráter 
essencial;
VI – manter, com a cooperação técnica e financeira da União e do Estado, pro -
gramas de educação infantil e de ensino fundamental;
VII – prestar, com a cooperação técnica e financeira da União e do Estado, serviços 
de atendimento à saúde da população;
VIII – promover, no que couber, adequado ordenamento territorial, mediante 
planejamento e controle do uso, do parcelamento e da ocupação do solo urbano;
IX – promover a proteção do patrimônio histórico-cultural local, observada a 
legislação e a ação fiscalizadora federal e estadual"
